"","biToken","Ranking"
"1408","what it",1510
"1409","what im",1510
"1410","week of",1510
"1411","was your",1510
"1412","was there",1510
"1413","was at",1510
"1414","was an",1510
"1415","wake up",1510
"1416","very nice",1510
"1417","use to",1510
"1418","us on",1510
"1419","until the",1510
"1420","u r",1510
"1421","twitter i",1510
"1422","try it",1510
"1423","top of",1510
"1424","too rt",1510
"1425","tomorrow is",1510
"1426","told you",1510
"1427","today was",1510
"1428","to visit",1510
"1429","to support",1510
"1430","to pick",1510
"1431","to pass",1510
"1432","to not",1510
"1433","to love",1510
"1434","to beat",1510
"1435","to ask",1510
"1436","time and",1510
"1437","thx for",1510
"1438","this season",1510
"1439","this game",1510
"1440","this for",1510
"1441","this afternoon",1510
"1442","things are",1510
"1443","thing that",1510
"1444","they dont",1510
"1445","they do",1510
"1446","these days",1510
"1447","theres no",1510
"1448","there in",1510
"1449","there a",1510
"1450","the wrong",1510
"1451","the week",1510
"1452","the weather",1510
"1453","the us",1510
"1454","the studio",1510
"1455","the state",1510
"1456","the real",1510
"1457","the mention",1510
"1458","the great",1510
"1459","the ff",1510
"1460","the entire",1510
"1461","thats the",1510
"1462","thats not",1510
"1463","that would",1510
"1464","that means",1510
"1465","that he",1510
"1466","take me",1510
"1467","stuff i",1510
"1468","sort of",1510
"1469","someone to",1510
"1470","so what",1510
"1471","so sad",1510
"1472","side of",1510
"1473","show up",1510
"1474","show on",1510
"1475","show i",1510
"1476","shouldnt have",1510
"1477","sense of",1510
"1478","see what",1510
"1479","saw a",1510
"1480","san francisco",1510
"1481","said he",1510
"1482","rt and",1510
"1483","rt a",1510
"1484","realize that",1510
"1485","real estate",1510
"1486","please please",1510
"1487","please do",1510
"1488","picture of",1510
"1489","people that",1510
"1490","out what",1510
"1491","out how",1510
"1492","or the",1510
"1493","or something",1510
"1494","only way",1510
"1495","one for",1510
"1496","on his",1510
"1497","on an",1510
"1498","oh yeah",1510
"1499","oh and",1510
"1500","off a",1510
"1501","of an",1510
"1502","now on",1510
"1503","now but",1510
"1504","now and",1510
"1505","not good",1510
"1506","not even",1510
"1507","night i",1510
"1508","night at",1510
"1509","next to",1510
"1510","need some",1510
"1511","my sister",1510
"1512","my room",1510
"1513","my family",1510
"1514","my face",1510
"1515","my boyfriend",1510
"1516","more of",1510
"1517","meet you",1510
"1518","me you",1510
"1519","me who",1510
"1520","me want",1510
"1521","many people",1510
"1522","look forward",1510
"1523","lol thanks",1510
"1524","lol its",1510
"1525","like its",1510
"1526","less than",1510
"1527","last day",1510
"1528","know youre",1510
"1529","know about",1510
"1530","keep the",1510
"1531","just in",1510
"1532","ive seen",1510
"1533","its going",1510
"1534","it thanks",1510
"1535","it right",1510
"1536","it looks",1510
"1537","it happy",1510
"1538","it feels",1510
"1539","it down",1510
"1540","it can",1510
"1541","it back",1510
"1542","it at",1510
"1543","is really",1510
"1544","is awesome",1510
"1545","into this",1510
"1546","in time",1510
"1547","in there",1510
"1548","in bed",1510
"1549","im watching",1510
"1550","im the",1510
"1551","im sure",1510
"1552","im really",1510
"1553","im here",1510
"1554","im bored",1510
"1555","i swear",1510
"1556","i put",1510
"1557","i couldnt",1510
"1558","i be",1510
"1559","how does",1510
"1560","how can",1510
"1561","how about",1510
"1562","house and",1510
"1563","hoping to",1510
"1564","hope all",1510
"1565","hit me",1510
"1566","him and",1510
"1567","hi to",1510
"1568","hey thanks",1510
"1569","help me",1510
"1570","havent seen",1510
"1571","havent been",1510
"1572","hate you",1510
"1573","happy with",1510
"1574","happy to",1510
"1575","ha ha",1510
"1576","got some",1510
"1577","good one",1510
"1578","good for",1510
"1579","going out",1510
"1580","going for",1510
"1581","god is",1510
"1582","god bless",1510
"1583","go home",1510
"1584","go for",1510
"1585","give us",1510
"1586","getting a",1510
"1587","get this",1510
"1588","get into",1510
"1589","get home",1510
"1590","get better",1510
"1591","game of",1510
"1592","full of",1510
"1593","focus on",1510
"1594","first day",1510
"1595","few days",1510
"1596","feels like",1510
"1597","feel so",1510
"1598","enough to",1510
"1599","enjoy your",1510
"1600","else is",1510
"1601","down by",1510
"1602","dont worry",1510
"1603","dont feel",1510
"1604","doing it",1510
"1605","does that",1510
"1606","do what",1510
"1607","do the",1510
"1608","do some",1510
"1609","do my",1510
"1610","did i",1510
"1611","day with",1510
"1612","cuz i",1510
"1613","coming out",1510
"1614","come from",1510
"1615","come and",1510
"1616","close to",1510
"1617","can see",1510
"1618","but when",1510
"1619","but she",1510
"1620","but ill",1510
"1621","both of",1510
"1622","best of",1510
"1623","back at",1510
"1624","at our",1510
"1625","at night",1510
"1626","at in",1510
"1627","at home",1510
"1628","at and",1510
"1629","as good",1510
"1630","as an",1510
"1631","any more",1510
"1632","and still",1510
"1633","and on",1510
"1634","and is",1510
"1635","and in",1510
"1636","and his",1510
"1637","and check",1510
"1638","always a",1510
"1639","addicted to",1510
"1640","a wonderful",1510
"1641","a whole",1510
"1642","a part",1510
"1643","a night",1510
"1644","a minute",1510
"1645","a joke",1510
"1646","a beautiful",1510
"1647","youre going",1854.5
"1648","your website",1854.5
"1649","your music",1854.5
"1650","your help",1854.5
"1651","your email",1854.5
"1652","your best",1854.5
"1653","you with",1854.5
"1654","you wanna",1854.5
"1655","you send",1854.5
"1656","you ready",1854.5
"1657","you only",1854.5
"1658","you no",1854.5
"1659","you looking",1854.5
"1660","you let",1854.5
"1661","you is",1854.5
"1662","you great",1854.5
"1663","you gonna",1854.5
"1664","you enjoy",1854.5
"1665","you doing",1854.5
"1666","you call",1854.5
"1667","you back",1854.5
"1668","you as",1854.5
"1669","yeah thats",1854.5
"1670","yea i",1854.5
"1671","working with",1854.5
"1672","work with",1854.5
"1673","work for",1854.5
"1674","wont be",1854.5
"1675","wonder how",1854.5
"1676","woke up",1854.5
"1677","with someone",1854.5
"1678","with out",1854.5
"1679","with our",1854.5
"1680","with it",1854.5
"1681","willing to",1854.5
"1682","will not",1854.5
"1683","why does",1854.5
"1684","who would",1854.5
"1685","who knows",1854.5
"1686","who i",1854.5
"1687","who came",1854.5
"1688","who are",1854.5
"1689","where did",1854.5
"1690","when are",1854.5
"1691","whats good",1854.5
"1692","what happens",1854.5
"1693","were on",1854.5
"1694","well be",1854.5
"1695","week i",1854.5
"1696","we would",1854.5
"1697","we just",1854.5
"1698","we dont",1854.5
"1699","we cant",1854.5
"1700","way too",1854.5
"1701","was that",1854.5
"1702","was on",1854.5
"1703","was great",1854.5
"1704","want you",1854.5
"1705","wanna see",1854.5
"1706","waiting to",1854.5
"1707","wait til",1854.5
"1708","very excited",1854.5
"1709","version of",1854.5
"1710","us for",1854.5
"1711","until i",1854.5
"1712","understand how",1854.5
"1713","u think",1854.5
"1714","u i",1854.5
"1715","u get",1854.5
"1716","u are",1854.5
"1717","tweet about",1854.5
"1718","trip to",1854.5
"1719","too the",1854.5
"1720","tonight i",1854.5
"1721","tomorrow i",1854.5
"1722","to set",1854.5
"1723","to seeing",1854.5
"1724","to rock",1854.5
"1725","to open",1854.5
"1726","to la",1854.5
"1727","to just",1854.5
"1728","to him",1854.5
"1729","to fix",1854.5
"1730","to create",1854.5
"1731","time you",1854.5
"1732","time of",1854.5
"1733","time is",1854.5
"1734","though i",1854.5
"1735","this tweet",1854.5
"1736","this show",1854.5
"1737","this one",1854.5
"1738","this girl",1854.5
"1739","this evening",1854.5
"1740","this day",1854.5
"1741","thinking of",1854.5
"1742","think the",1854.5
"1743","think that",1854.5
"1744","think it",1854.5
"1745","things in",1854.5
"1746","thing you",1854.5
"1747","they need",1854.5
"1748","they make",1854.5
"1749","they just",1854.5
"1750","they call",1854.5
"1751","there and",1854.5
"1752","them in",1854.5
"1753","the twitter",1854.5
"1754","the truth",1854.5
"1755","the support",1854.5
"1756","the reason",1854.5
"1757","the office",1854.5
"1758","the nfl",1854.5
"1759","the news",1854.5
"1760","the music",1854.5
"1761","the middle",1854.5
"1762","the head",1854.5
"1763","the greatest",1854.5
"1764","the car",1854.5
"1765","the bright",1854.5
"1766","the boys",1854.5
"1767","the book",1854.5
"1768","the beach",1854.5
"1769","the app",1854.5
"1770","the answer",1854.5
"1771","the air",1854.5
"1772","thats good",1854.5
"1773","that youre",1854.5
"1774","that much",1854.5
"1775","that its",1854.5
"1776","that in",1854.5
"1777","that but",1854.5
"1778","that awkward",1854.5
"1779","that are",1854.5
"1780","thanks i",1854.5
"1781","thankful for",1854.5
"1782","text you",1854.5
"1783","team in",1854.5
"1784","talking to",1854.5
"1785","take care",1854.5
"1786","still love",1854.5
"1787","still a",1854.5
"1788","state of",1854.5
"1789","sorry for",1854.5
"1790","someone is",1854.5
"1791","some people",1854.5
"1792","some good",1854.5
"1793","so im",1854.5
"1794","show and",1854.5
"1795","should i",1854.5
"1796","she said",1854.5
"1797","she doesnt",1854.5
"1798","sent you",1854.5
"1799","see my",1854.5
"1800","say you",1854.5
"1801","saw it",1854.5
"1802","same time",1854.5
"1803","same as",1854.5
"1804","rt thanks",1854.5
"1805","rt im",1854.5
"1806","rt great",1854.5
"1807","respond to",1854.5
"1808","put on",1854.5
"1809","put a",1854.5
"1810","proud to",1854.5
"1811","pride pride",1854.5
"1812","play the",1854.5
"1813","play in",1854.5
"1814","place to",1854.5
"1815","people on",1854.5
"1816","party with",1854.5
"1817","out our",1854.5
"1818","other than",1854.5
"1819","only a",1854.5
"1820","one step",1854.5
"1821","one in",1854.5
"1822","one direction",1854.5
"1823","on sunday",1854.5
"1824","on sale",1854.5
"1825","on i",1854.5
"1826","on how",1854.5
"1827","on her",1854.5
"1828","on at",1854.5
"1829","ok with",1854.5
"1830","ok i",1854.5
"1831","oh im",1854.5
"1832","off of",1854.5
"1833","off at",1854.5
"1834","of things",1854.5
"1835","of their",1854.5
"1836","of school",1854.5
"1837","of people",1854.5
"1838","now you",1854.5
"1839","now the",1854.5
"1840","now so",1854.5
"1841","not too",1854.5
"1842","not only",1854.5
"1843","not do",1854.5
"1844","not at",1854.5
"1845","no way",1854.5
"1846","nice work",1854.5
"1847","new song",1854.5
"1848","new album",1854.5
"1849","my stomach",1854.5
"1850","my cousin",1854.5
"1851","much from",1854.5
"1852","morning i",1854.5
"1853","morning and",1854.5
"1854","missed it",1854.5
"1855","miss u",1854.5
"1856","meant to",1854.5
"1857","me what",1854.5
"1858","me just",1854.5
"1859","me at",1854.5
"1860","me all",1854.5
"1861","maybe i",1854.5
"1862","may th",1854.5
"1863","many times",1854.5
"1864","many of",1854.5
"1865","making me",1854.5
"1866","make that",1854.5
"1867","made my",1854.5
"1868","luv u",1854.5
"1869","luck with",1854.5
"1870","love and",1854.5
"1871","looking to",1854.5
"1872","long as",1854.5
"1873","living in",1854.5
"1874","like your",1854.5
"1875","like they",1854.5
"1876","like he",1854.5
"1877","learn to",1854.5
"1878","learn how",1854.5
"1879","last tweet",1854.5
"1880","las vegas",1854.5
"1881","know who",1854.5
"1882","know when",1854.5
"1883","know my",1854.5
"1884","know it",1854.5
"1885","know im",1854.5
"1886","keep your",1854.5
"1887","just wanted",1854.5
"1888","just wanna",1854.5
"1889","just started",1854.5
"1890","just let",1854.5
"1891","just heard",1854.5
"1892","jealous of",1854.5
"1893","ive heard",1854.5
"1894","its so",1854.5
"1895","its really",1854.5
"1896","its gonna",1854.5
"1897","its called",1854.5
"1898","it you",1854.5
"1899","it may",1854.5
"1900","it lol",1854.5
"1901","it if",1854.5
"1902","it good",1854.5
"1903","it does",1854.5
"1904","is why",1854.5
"1905","is pretty",1854.5
"1906","is much",1854.5
"1907","is more",1854.5
"1908","is called",1854.5
"1909","is beautiful",1854.5
"1910","in seattle",1854.5
"1911","in madison",1854.5
"1912","in life",1854.5
"1913","in here",1854.5
"1914","in days",1854.5
"1915","im up",1854.5
"1916","im ready",1854.5
"1917","ill take",1854.5
"1918","ill have",1854.5
"1919","if its",1854.5
"1920","i went",1854.5
"1921","i use",1854.5
"1922","i tried",1854.5
"1923","i started",1854.5
"1924","i promise",1854.5
"1925","i must",1854.5
"1926","i live",1854.5
"1927","i give",1854.5
"1928","i follow",1854.5
"1929","i find",1854.5
"1930","i appreciate",1854.5
"1931","how the",1854.5
"1932","how long",1854.5
"1933","how is",1854.5
"1934","how did",1854.5
"1935","hope u",1854.5
"1936","hope i",1854.5
"1937","home to",1854.5
"1938","home from",1854.5
"1939","hit the",1854.5
"1940","him a",1854.5
"1941","help with",1854.5
"1942","hell yeah",1854.5
"1943","hear about",1854.5
"1944","he had",1854.5
"1945","he did",1854.5
"1946","he could",1854.5
"1947","have your",1854.5
"1948","have two",1854.5
"1949","have seen",1854.5
"1950","have done",1854.5
"1951","hate when",1854.5
"1952","hate the",1854.5
"1953","happy valentines",1854.5
"1954","happy thanksgiving",1854.5
"1955","happy easter",1854.5
"1956","haha im",1854.5
"1957","had one",1854.5
"1958","had it",1854.5
"1959","guy who",1854.5
"1960","great things",1854.5
"1961","great night",1854.5
"1962","got me",1854.5
"1963","got home",1854.5
"1964","good news",1854.5
"1965","good at",1854.5
"1966","good as",1854.5
"1967","go on",1854.5
"1968","getting the",1854.5
"1969","getting my",1854.5
"1970","gave me",1854.5
"1971","fun to",1854.5
"1972","from work",1854.5
"1973","friday night",1854.5
"1974","for tonight",1854.5
"1975","for people",1854.5
"1976","for one",1854.5
"1977","for i",1854.5
"1978","for him",1854.5
"1979","for good",1854.5
"1980","for breakfast",1854.5
"1981","fall asleep",1854.5
"1982","every day",1854.5
"1983","even if",1854.5
"1984","email to",1854.5
"1985","down on",1854.5
"1986","dont need",1854.5
"1987","dont make",1854.5
"1988","dont care",1854.5
"1989","doesnt look",1854.5
"1990","doesnt have",1854.5
"1991","do u",1854.5
"1992","do they",1854.5
"1993","dm me",1854.5
